application_id,credit_score,num_credit_lines,credit_utilization,num_delinquencies,months_since_last_delinq,annual_income,employment_length_years,debt_to_income,loan_amount,loan_term_months,interest_rate,num_inquiries_6m,revolving_balance,has_mortgage,has_car_loan,default,application_date
APP00000012,732.2783185561393,6,0.24049497302212156,0,-1.0,86162.49605681804,2.561488223250153,0.38079057092677504,6895.3416986852035,48,13.597498420363571,3,4585.3715988403055,1,0,0,2023-01-01 08:00:00
APP00000013,614.3454145318632,7,0.3902314874140683,1,3.4647934603275576,42492.738484887064,4.272882839533116,0.19925632777890762,10941.743796929437,48,9.613715002686153,0,1445.5073434830515,0,1,0,2023-01-01 09:00:00
APP00000014,771.4689224164663,9,0.14261035238842942,0,-1.0,102545.16287448093,3.4752473439783556,0.8725683596076168,8732.211035401695,60,8.819052812733169,1,6818.839589718663,0,0,0,2023-01-01 11:00:00
APP00000015,739.6004250301825,2,0.13613938127155698,0,-1.0,85143.07810414216,8.470987864014624,0.5050182922359505,18383.16257754899,36,21.087697994163882,1,5928.712891598293,0,0,0,2023-01-01 12:00:00
APP00000016,701.3640212695407,4,0.1672829022612673,0,-1.0,40557.1552010639,2.1663952854833015,0.41413465205530275,5563.963070948982,60,16.13589337957423,0,3380.5654998504438,0,0,0,2023-01-01 13:00:00
APP00000017,667.898137307719,5,0.09539294317287962,0,-1.0,50105.584346161784,5.631295754199673,0.2514868916510853,8622.559950603994,60,10.018311518740292,1,2639.2347720234898,0,1,0,2023-01-01 13:00:00
APP00000018,614.0310199652191,3,0.2368746139615914,1,67.28928608245896,54366.519128307875,3.945652908746546,0.45191816811533786,15010.314777232783,36,11.84177271848875,0,1540.7934883602572,1,1,0,2023-01-01 15:00:00
APP00000019,763.2046312634711,3,0.07277580643226358,0,-1.0,62280.435295102114,0.28138620995733327,0.5421912099476444,24170.247807224834,48,10.624904764610429,1,3707.9534850361065,1,0,0,2023-01-01 15:00:00
APP00000020,760.0836874053713,5,0.41114249342995907,0,-1.0,49995.13528077908,2.111513935744904,0.4083555967958863,32480.081627971995,60,16.099822501495755,1,233.16438511574302,0,1,0,2023-01-01 16:00:00
APP00000021,620.6137589698742,2,0.583194812671143,1,2.585033243402397,32462.943489359215,0.10302952403721392,0.1809522780255841,11111.288363250342,36,16.753349821234625,2,24733.07628929125,1,0,0,2023-01-01 16:00:00
APP00000022,678.3004176579007,7,0.18822794452344344,2,4.543377515994488,30433.25790400644,2.4923413663254297,0.5628073361034186,31360.702576305375,24,7.480557599664215,0,603.3620555859867,1,0,0,2023-01-01 17:00:00
APP00000023,732.351050724861,2,0.14028008092539465,0,-1.0,165829.68053008086,3.8540036835746223,0.16120168516322625,11447.060550924529,48,8.957783162532714,1,1642.5583937633498,0,0,0,2023-01-01 17:00:00
APP00000024,735.7563523608588,3,0.24064738457623328,0,-1.0,25477.97919484592,1.9157800775944398,0.5328508223567285,11043.947838732034,36,8.746966779294947,0,2083.502587584867,0,0,0,2023-01-01 17:00:00
APP00000025,660.9853346431213,4,0.28235594496578587,0,-1.0,73899.88138013346,2.366661642041426,0.6083410607971151,72700.36683304165,36,16.68763826157238,0,514.3949046449935,1,0,0,2023-01-01 18:00:00
APP00000026,716.9738132865555,10,0.04287528051271681,0,-1.0,83823.90914294608,1.167733175827937,0.2335674894666187,6462.218543671804,24,11.712929474307629,2,9943.199361323585,1,1,0,2023-01-01 18:00:00
APP00000027,850.0,2,0.1313047086771427,2,87.93041532659947,55061.58044192611,0.32128450726976443,0.26171170267800453,31726.880415173786,36,17.692199072480133,0,2024.672071385626,0,1,0,2023-01-01 19:00:00
APP00000028,764.3041641627922,6,0.5070022666172085,0,-1.0,24851.93605543349,4.922569859033428,0.5414924729476635,7168.677979992563,60,9.612354293750082,2,16341.589213651103,1,0,0,2023-01-01 23:00:00
APP00000029,716.9682779410616,4,0.03672416603665291,0,-1.0,68203.80774798861,0.47785335397638157,0.23574458789237057,12602.121448637472,60,13.470579834625532,1,21345.82500766954,0,0,0,2023-01-02 00:00:00
APP00000030,774.399082375183,7,0.7457955153503881,0,-1.0,73185.5744554929,7.01451133351304,0.3307440310023393,21331.110737078,24,13.26749860280571,1,26930.42992893787,1,1,0,2023-01-02 00:00:00
APP00000031,632.2016913580477,2,0.3519120277264303,1,28.284497194150664,24214.69006988371,2.7924023117707812,0.3454798363806894,6003.451300052714,36,12.044820603741556,1,1785.6741394110118,0,1,0,2023-01-02 01:00:00
APP00000032,681.2146354032346,9,0.08582937169328735,0,-1.0,42589.523577149695,7.352822305816028,0.30004558528726505,62329.88460716551,36,16.37954097795174,4,1603.7703102632988,1,0,0,2023-01-02 02:00:00
APP00000033,679.3509438710599,2,0.1166616432117242,2,23.098918509813807,29670.41152396506,0.19038939550742895,0.1224757096768571,24631.59168592105,24,5.0,2,1987.8566565210356,1,1,0,2023-01-02 03:00:00
APP00000034,731.5676345932142,6,0.09437705061332446,0,-1.0,53288.24575935265,13.065125446203528,0.19366278298043926,8019.230675870456,60,14.361224364105487,1,1755.637515662725,1,1,0,2023-01-02 03:00:00
APP00000035,638.997271148276,4,0.1640785794668371,0,-1.0,130228.4135726438,3.251766433917328,0.3503524475667961,20922.514978467876,12,10.457713891009025,1,958.192203422163,0,0,0,2023-01-02 04:00:00
APP00000036,600.9597745597647,6,0.16713955169188283,0,-1.0,101962.44796221226,0.15640316475194144,0.2708416079867237,24995.103046790813,36,15.125930378629437,1,2080.33664986646,0,1,0,2023-01-02 04:00:00
APP00000037,642.4695316631672,8,0.09060430107555134,1,16.465747221143673,15627.514501920936,8.990582185602529,0.5003689896785739,14064.24337990229,24,8.43510570519333,3,2935.486492313437,0,0,0,2023-01-02 04:00:00
APP00000038,667.1711935164135,5,0.14370825918330818,0,-1.0,72704.59060821497,4.972763972363792,0.22494578303251378,12664.97177740317,12,15.18794529818116,3,173.94105943820784,1,1,0,2023-01-02 05:00:00
APP00000039,660.746786037583,4,0.1002953928187395,0,-1.0,42220.94026505304,5.414158444370378,0.5603738884050685,29297.76283467634,60,5.863978708404308,1,1409.079585225201,0,1,0,2023-01-02 05:00:00
APP00000040,668.7779531559657,12,0.31808370650434226,0,-1.0,58685.33775984954,0.32739012347917096,0.20976294385947275,13069.341582472382,12,5.560613419865343,1,24191.39645511086,0,0,0,2023-01-02 05:00:00
APP00000041,689.4165934768766,5,0.10337379346948881,0,-1.0,36580.98194121058,19.114373677941096,0.4784665708591707,9172.677368028582,48,15.452713475863641,1,3083.1749643079115,1,1,0,2023-01-02 08:00:00
APP00000042,662.2770721933009,9,0.3614239154352509,2,73.12953348682473,123801.42020085061,6.070762223280016,0.42787713732898974,11207.276855026548,60,11.947723581358982,2,808.9380755206125,0,0,0,2023-01-02 08:00:00
APP00000043,609.5396728317816,6,0.2606778200837637,1,10.906463087156025,15000.0,6.175665811679,0.3068812569015869,9132.008589775869,36,11.398278539902584,1,10249.042552433924,1,1,0,2023-01-02 09:00:00
APP00000044,592.6269093825529,2,0.14780118749039237,1,12.35208804265646,57415.285309143044,4.36017634687991,0.23927471570597253,32876.40831722688,48,20.203483708466496,1,2749.0775822782475,0,1,0,2023-01-02 11:00:00
APP00000045,607.6308500004988,6,0.5390323507060452,1,7.829080933263137,20391.575974100786,3.123724483515267,0.1659795399045201,6246.163095310961,12,13.768229496570875,2,7211.45223612321,1,0,1,2023-01-02 13:00:00
APP00000046,791.9589141577875,6,0.21644160166248802,0,-1.0,79242.24217168751,5.101164706790037,0.6674107785493865,7930.118359465587,24,13.751622474880577,0,23901.658270736658,0,0,0,2023-01-02 13:00:00
APP00000047,751.5386219600748,6,0.5674862563823823,0,-1.0,27152.000118249605,10.533323652922835,0.2685624676328393,1000.0,48,17.642785366907063,0,801.9896217144214,0,1,0,2023-01-02 14:00:00
APP00000048,682.5603319252614,3,0.6465102032255255,0,-1.0,63204.91081827133,0.36238131188196987,0.543778542335738,9562.944020420997,24,11.560191474602615,2,6946.333334512956,1,1,1,2023-01-02 14:00:00
APP00000049,598.8192405451318,7,0.48397058974292906,2,16.962549152221097,66652.18820549846,0.7415116890355926,0.3807506860567108,12997.895173526584,60,9.904759027329062,0,36541.10923798533,0,0,1,2023-01-02 15:00:00
APP00000050,560.6030183995206,9,0.10863483203172483,0,-1.0,19409.92143348211,0.8748458287587648,0.5818774015244073,22525.560169417247,36,13.356514617451372,2,6218.57335806709,0,0,1,2023-01-02 15:00:00
APP00000051,739.058978465293,6,0.4028500763444159,1,11.415125737245493,41011.6653736361,3.973668848559843,0.3994253834327527,11765.517035153856,24,10.380550113242531,2,1775.0840877133185,0,1,0,2023-01-02 16:00:00
APP00000052,666.0281643454698,6,0.054229838903483485,0,-1.0,28941.466388917106,3.286320899377741,0.6903611261665871,6308.107874225491,60,15.183057701444708,0,1359.3976754999044,1,0,0,2023-01-02 20:00:00
APP00000053,538.5474470597414,1,0.5146025836998817,0,-1.0,15425.87795893909,1.5441387985345458,0.5386099822686545,19985.814455103955,24,9.516484464525227,0,20617.9660135328,0,1,1,2023-01-02 23:00:00
APP00000054,646.922787110138,2,0.1827105708132474,0,-1.0,42640.01362634446,1.6913586124697306,0.4284008655153288,9656.87953101197,60,16.10433825859117,0,633.9001693224933,1,1,0,2023-01-02 23:00:00
APP00000055,602.641908549663,6,0.33509133961603255,1,1.359507576302955,80042.13911232578,0.9867576014271833,0.5182415759102265,42288.53576822308,36,13.378916336323401,0,2032.33771870274,0,0,0,2023-01-02 23:00:00
APP00000056,809.37700599749,3,0.46792799691813236,1,15.4089281760123,50029.76190649183,1.6210108370516587,0.6534817498685828,5881.907014094164,36,15.25670057819026,0,3078.5194308859777,1,0,0,2023-01-02 23:00:00
APP00000057,667.1893763546688,4,0.21802492791016517,0,-1.0,68726.81464647944,3.1251945531709104,0.20597371439965573,12227.997345878433,24,17.609396864856894,1,8535.268193195318,0,0,0,2023-01-03 00:00:00
APP00000058,678.0516326191214,4,0.3136020855505362,0,-1.0,47819.14517956913,3.7130906936475414,0.19778219535310923,3140.0251584496814,12,14.83701635121502,0,19640.772512355317,0,1,0,2023-01-03 01:00:00
APP00000059,712.8306621429514,11,0.0784508626081547,0,-1.0,88915.84869714692,5.857800656547514,0.13499233923503742,23543.208566148962,24,5.0,2,2181.384651099653,0,0,0,2023-01-03 02:00:00
APP00000060,850.0,10,0.16026674161713828,0,-1.0,61912.85979652559,0.25245146546340014,0.6039833508446149,2104.2688601339864,60,10.318593222545276,3,8693.745285900546,0,0,0,2023-01-03 02:00:00
APP00000061,628.1966555491873,5,0.49056209180350596,2,9.196716725820497,66914.14143690978,7.108918312264843,0.4521646971991407,2953.7653044340345,24,17.455331861464515,3,3717.5555613614306,0,1,1,2023-01-03 02:00:00
APP00000062,736.5785099043421,3,0.1751837549338679,2,4.478489525110553,119865.81277318657,13.293323022834203,0.4705567895108907,100000.0,48,6.024916293757957,0,1884.9617952494973,0,0,0,2023-01-03 03:00:00
APP00000063,604.8675544183454,5,0.19134831739468144,0,-1.0,43437.16272476315,0.923606754913844,0.4341649239551746,14550.6273364574,60,10.129743688547524,2,26284.395785104614,0,1,1,2023-01-03 04:00:00
APP00000064,831.6898621003477,4,0.33703068782256096,0,-1.0,122477.5746746823,4.067507428957107,0.047861711589725714,12100.871734918004,36,7.844877804787031,1,7350.457508527932,0,0,0,2023-01-03 05:00:00
APP00000065,850.0,10,0.1155888737214906,0,-1.0,28679.034926226665,5.194105833539481,0.1904393652037379,3875.785052038687,48,13.043201986257458,3,722.4085930990224,0,1,0,2023-01-03 05:00:00
APP00000066,735.8578650890872,8,0.6583188660047186,0,-1.0,115324.71375921609,0.4624669894378997,0.20842435463671322,100000.0,24,8.427860401859872,0,12043.492314658803,1,0,0,2023-01-03 06:00:00
APP00000067,760.0465854434383,4,0.19102926703085488,0,-1.0,71741.04737688757,6.534154979358067,0.6399722903691403,19108.41613974377,24,12.922161529886463,1,16201.827295954508,1,1,0,2023-01-03 06:00:00
APP00000068,789.2421170021013,7,0.26158103980242375,0,-1.0,57324.53790770143,1.578641540889529,0.4104215588947723,11600.3068936905,12,9.298058191600484,0,4600.3810578954835,0,0,0,2023-01-03 07:00:00
APP00000069,636.1439761466581,5,0.2307563412765441,2,40.964634274470434,39288.27281637045,0.7603999855719612,0.10878935785803177,16006.212489850384,60,13.096719401508233,1,5009.300742781279,0,0,0,2023-01-03 11:00:00
APP00000070,618.1966310526211,1,0.26348453084720463,0,-1.0,79041.22763971631,10.178990947584502,0.34440314355326446,5245.313993936635,24,11.85472895368958,2,1903.9956730956324,1,0,0,2023-01-03 11:00:00
APP00000071,708.9531416584422,5,0.22102519433798581,1,27.4088629973835,102150.32388397299,2.4018368689285543,0.28420166210954734,24773.54026228825,60,6.048631456278823,1,4627.148684322788,0,0,0,2023-01-03 11:00:00
APP00000072,560.3566770801438,3,0.27935998934260164,0,-1.0,43536.95002677933,2.1754167801342446,0.1296297345357496,29383.050545599974,24,5.460387726723287,3,10626.639351128053,0,1,1,2023-01-03 12:00:00
APP00000073,629.7967997804742,3,0.14257675649495583,0,-1.0,118041.1367562343,10.432676550492355,0.28275035523503256,30573.87424468089,36,15.249657224288729,0,3193.1329651768997,1,0,0,2023-01-03 13:00:00
APP00000074,629.0153802376964,6,0.034745555325369305,0,-1.0,19238.281599524285,4.334304673095458,0.32429724810380156,5305.029714020804,48,8.855044658740574,0,18032.30263942357,0,1,0,2023-01-03 15:00:00
APP00000075,772.579563818482,3,0.5508531843056653,0,-1.0,42853.65378495667,6.64759159012326,0.41946126007412776,10253.537645006185,60,8.994866315615631,1,23467.291736875846,0,1,0,2023-01-03 15:00:00
APP00000076,635.9755876923664,5,0.6160310586563658,1,33.83099156679708,35611.586646092306,3.2496672742518977,0.3602450849712535,8976.349890323589,24,13.658023651693687,0,3491.6673951246557,0,1,1,2023-01-03 15:00:00
APP00000077,678.2372108796584,6,0.3274438941892853,0,-1.0,33269.59534596749,9.286588169407489,0.5338302215269696,7735.939789897346,60,12.854941910435434,0,16841.996726080837,0,1,0,2023-01-03 16:00:00
APP00000078,775.1381169004628,6,0.30617946636609533,0,-1.0,54796.53352168668,2.200731232406248,0.5046908931805368,11699.17794224685,48,11.330671844409126,2,1557.6041820623589,0,0,0,2023-01-03 17:00:00
APP00000079,737.6908290036465,3,0.2805675787998623,0,-1.0,108607.69353026505,2.6077711424151184,0.2640139514076147,9962.47760126588,36,13.460349814863156,1,11989.738658718648,0,1,0,2023-01-03 17:00:00
APP00000080,658.5488688606589,5,0.39741106445652885,0,-1.0,143410.74968999455,0.6432202030786545,0.39092682169579046,16669.859398347216,36,12.270849938551223,2,4700.730968098198,0,1,0,2023-01-03 21:00:00
APP00000081,793.614795102556,6,0.057335974068466786,0,-1.0,50841.53866793571,15.059782598504626,0.5208250385419143,14747.513840555373,36,12.350467039183128,3,1617.2021748608854,1,1,0,2023-01-03 23:00:00
APP00000082,720.0532577104967,2,0.1921896849258957,0,-1.0,159061.27051760085,6.674770888530191,0.538672409264398,5887.576697094043,36,14.464050425380998,1,1309.8888788049514,0,0,0,2023-01-03 23:00:00
APP00000083,787.1461271584,1,0.2618092944577467,0,-1.0,44228.32668927178,1.5989599777744965,0.3500268096743657,8733.616176487318,12,15.285410480764051,1,11679.790563058936,1,1,0,2023-01-03 23:00:00
APP00000084,808.0078277456382,6,0.4415424712858455,0,-1.0,39187.65250760898,0.4625292906791433,0.6693066235376876,25741.40802152351,36,5.0,2,3267.294285232537,0,1,0,2023-01-04 00:00:00
APP00000085,734.2375976717223,5,0.35807734642295025,0,-1.0,110791.1682319156,4.407063817597358,0.3916878189188441,9154.415976412985,60,17.006519554605475,1,4496.67993126033,0,0,0,2023-01-04 00:00:00
APP00000086,546.1684878950741,1,0.09587308196006286,2,28.135958531443574,57554.798945073824,3.6084962273076493,0.2803505409702379,12398.682224032631,60,12.958145764588698,3,1418.2990095285656,0,0,1,2023-01-04 01:00:00
APP00000087,651.8037014689806,7,0.2516585067233858,0,-1.0,164313.4834764066,1.003898353637572,0.17011592637618808,6424.99241270681,48,9.188419826313263,1,7972.534559224044,0,0,0,2023-01-04 01:00:00
APP00000088,640.7077002286317,6,0.08524162740154004,0,-1.0,112445.81123282228,2.352074470826697,0.47331002014650225,32152.7827364309,24,14.437603293168518,1,23014.17084792556,0,1,0,2023-01-04 01:00:00
APP00000089,739.2100531284195,6,0.19134678415008308,0,-1.0,120466.57560702841,0.45594853775650346,0.13014420990901204,29033.90965067229,60,7.996383887984822,1,1440.2232306347719,1,0,0,2023-01-04 02:00:00
APP00000090,754.7723765869299,4,0.24670040703233345,0,-1.0,137184.79185838648,12.986187732405632,0.1285069224407739,21734.895509539965,24,14.570645391159506,0,3022.670540308975,1,1,0,2023-01-04 05:00:00
APP00000091,742.3149202809691,4,0.31813201541726316,0,-1.0,47335.87195176591,4.974981581378305,0.14707248433464246,5806.343030504038,36,11.928504604738015,1,5762.713735539322,0,1,0,2023-01-04 07:00:00
APP00000092,850.0,3,0.14634544757472637,1,29.121561996114192,25651.0829988572,5.796191816237348,0.5476247390723789,18033.752264477658,36,15.567096352928559,1,4029.5863391992057,0,1,0,2023-01-04 07:00:00
APP00000093,703.4457978638945,3,0.1805297732546512,1,15.949394896690286,42711.67483623234,1.577028029072577,0.18605989154863292,91682.1601940099,24,16.017209210152426,1,10833.418614583148,1,0,0,2023-01-04 07:00:00
APP00000094,631.1058278384538,5,0.40936182682550176,0,-1.0,100221.32176386174,11.223119302723141,0.4240675343707775,9699.51832108818,48,7.6628535489787435,0,7078.833745050958,0,1,0,2023-01-04 11:00:00
APP00000095,677.2348608124958,2,0.24425629632543458,0,-1.0,38600.91652731103,3.3012890295016906,0.15197558803706843,11011.630974284062,36,11.952893460090031,1,12466.701833970408,0,1,0,2023-01-04 14:00:00
APP00000096,666.5264230376895,6,0.49841425611250456,1,14.115289098867649,85440.28461446111,6.075638117298642,0.3888434695856754,30005.720761882025,12,13.89343261817476,1,4687.152643612079,0,1,1,2023-01-04 15:00:00
APP00000097,565.8680631351722,6,0.015244134229229683,0,-1.0,45656.90400836805,0.8118825656103946,0.5925665362271234,33442.020512451294,60,11.76824465940403,3,9490.466253732762,0,0,1,2023-01-04 15:00:00
APP00000098,745.1321409694613,4,0.2827514577871465,1,40.56360993282702,43994.28222891897,14.412533553547625,0.2815737655077733,21897.178557732248,48,12.981068435041742,1,47139.45356500202,0,1,0,2023-01-04 15:00:00
APP00000099,621.8580689732926,4,0.39390762615514335,2,16.888247483157386,58769.68396935031,0.012371485623149383,0.38058288736629114,14070.179083357016,60,19.80497182376692,0,2245.499318034742,1,0,1,2023-01-04 15:00:00
APP00000100,701.7346867600024,6,0.40671434933343653,0,-1.0,77647.0706625359,7.452801607774445,0.31171120161234694,33270.868824348676,60,9.157488274622448,1,5340.454128272794,0,1,0,2023-01-04 17:00:00
APP00000101,725.7977129423789,4,0.0641967797561537,1,0.08264167843942156,15000.0,1.5199310803999504,0.40281390781047205,8711.717901860593,48,18.003969606233376,2,6109.535834162414,0,1,0,2023-01-04 17:00:00
APP00000102,687.740393475104,9,0.4015639590672222,1,9.130138808962958,275816.89445062535,5.546372322381136,0.462719576247077,16896.727049083613,48,7.808989374949576,1,351.52036152193716,0,0,0,2023-01-04 17:00:00
APP00000103,693.8673331496327,5,0.13485110599076852,1,16.454990198572865,28863.24594003779,1.975806137194169,0.27688651779116935,6959.927284646585,36,9.721611204094902,2,9404.151849338334,1,1,0,2023-01-04 18:00:00
APP00000104,717.7925022304302,3,0.3205705635384152,0,-1.0,54587.34105133946,1.46372566299982,0.5508858570041496,5799.559860622111,48,8.511131351478314,0,1443.6692181012531,1,0,0,2023-01-04 19:00:00
APP00000105,729.9922875723234,4,0.10915318754564474,0,-1.0,26076.47508840278,6.875788079898866,0.5521065286634719,11305.55913109757,24,16.021513407117673,0,592.7886665968023,0,1,0,2023-01-04 19:00:00
APP00000106,658.5887127280965,7,0.32484807061037874,0,-1.0,46118.4342179605,9.071787643265154,0.37882630947794005,13635.708108099307,24,13.468042788025155,0,28713.09513915414,1,1,0,2023-01-04 20:00:00
APP00000107,615.8240473571857,0,0.24235690522665776,3,3.0272703496699385,25027.87034268271,4.935330729781566,0.4196643541521958,32581.476515486767,48,14.370817969286739,0,17308.084704381068,1,0,1,2023-01-04 22:00:00
APP00000108,623.5746620867321,5,0.48364492261232067,0,-1.0,73373.01767795175,15.727260070459552,0.38084943385655495,23114.238158429616,48,15.558797368782605,2,14919.904528035913,0,0,0,2023-01-04 22:00:00
APP00000109,597.7859887259233,4,0.15990938242557046,1,6.02584824232961,80969.22822987284,1.6895647919825203,0.5569488131452041,10613.718680375336,24,17.914826108951676,1,2485.761913064541,1,0,1,2023-01-05 00:00:00
APP00000110,477.57699818029363,8,0.24441143545600713,0,-1.0,100408.90256390555,3.7083466825248026,0.5893245558040136,26934.903912656762,60,12.604719321772718,1,1225.9290872273752,1,1,1,2023-01-05 00:00:00
APP00000111,643.4641907981403,2,0.3941517584888187,0,-1.0,31831.685852547198,5.185522688281475,0.6059649235498441,16449.10807590306,12,14.840109028824488,1,2580.7011703138783,0,0,0,2023-01-05 01:00:00
APP00000112,757.1103293435928,8,0.1530102629029637,0,-1.0,142947.22815897508,0.9609556480087402,0.5576031357231933,52450.07393628385,36,10.958335446129517,0,45082.45840722688,0,0,0,2023-01-05 02:00:00
APP00000113,725.6478934874527,7,0.283478582562916,0,-1.0,58851.95162386511,1.5687912078087398,0.1927131935884659,35081.89872855095,36,15.202738944357053,0,43146.28824742947,1,0,0,2023-01-05 02:00:00
APP00000114,596.6364470205517,9,0.22399448043294798,1,12.31825620762028,50226.67704580525,15.19939799880219,0.4173545183938895,6984.2811280420565,36,12.496877296919852,0,3715.9576627656274,0,0,0,2023-01-05 02:00:00
APP00000115,647.0016790489651,4,0.19131321817755512,0,-1.0,94700.74751281038,1.0412694165266412,0.11100551246762447,5074.317313211956,24,16.29805144317936,1,5666.7823216513,1,0,0,2023-01-05 03:00:00
APP00000116,734.2982455423535,4,0.42395474493810265,1,5.711731756073938,24230.433600325316,2.5524970741963338,0.36933675690382795,54010.634478527034,36,21.743175197058186,2,760.6937169210526,1,0,0,2023-01-05 03:00:00
APP00000117,640.6691051494362,5,0.20275846393140484,1,68.42084247359004,45979.084099772896,1.034547927812103,0.3734548418464706,54593.275012662656,60,12.942885251310873,0,2788.771443642813,1,1,0,2023-01-05 07:00:00
APP00000118,627.7977365426684,9,0.111328546598844,1,21.805230488739817,152250.6542055061,2.1219660494578987,0.3738861313219031,3656.6878683771147,60,11.83441858819161,0,1360.9719842188351,0,0,0,2023-01-05 08:00:00
APP00000119,655.8024250809498,3,0.10613046795516008,1,13.730163652465775,52450.84017336046,4.801709590824775,0.4507867809145052,16189.305168952998,36,15.171549847168597,1,4913.9021178682,1,1,0,2023-01-05 09:00:00
APP00000120,778.2424167686509,12,0.25164985751633867,1,5.876131152522976,34209.87817544151,7.850655753109218,0.5966384432397567,20844.971188886295,48,7.761080991425759,0,676.4247171714936,0,0,0,2023-01-05 10:00:00
APP00000121,780.9537200571193,2,0.23762215494111444,0,-1.0,105643.93361268331,5.080368097778938,0.11438714852514446,14907.93685364398,48,10.622844133239514,0,6638.308456677212,0,0,0,2023-01-05 10:00:00
APP00000122,640.9670873483437,3,0.7105486709376708,0,-1.0,137528.78352074628,1.6876599351715034,0.4843005462917143,50668.814778191816,12,17.67677862300224,2,3422.6683830498887,0,0,0,2023-01-05 11:00:00
APP00000123,718.3183860597113,6,0.16551452654994417,0,-1.0,50399.68527188731,2.9793527152434423,0.575851687146585,19079.433875544095,48,11.721696986390542,3,5809.7908733374625,1,0,0,2023-01-05 11:00:00
APP00000124,839.3242641763787,9,0.24312531511286242,1,26.791485694603026,28424.98872422983,9.635088537843135,0.6288271762396943,9051.634613567983,36,5.8876025642822505,1,981.687959039861,1,1,0,2023-01-05 12:00:00
APP00000125,711.5098574531795,11,0.21587965251295316,2,10.2607200642918,62050.475598585595,11.056703928232016,0.512911060523961,9602.797403057346,12,12.900068769061543,1,9133.401504956251,0,0,0,2023-01-05 13:00:00
APP00000126,644.7964410642413,2,0.4116436514922107,0,-1.0,93160.00905325191,2.5819941289515773,0.2637854280535264,21145.93911438111,12,7.1892501510647175,2,3033.299158223382,0,0,0,2023-01-05 14:00:00
APP00000127,710.1127620878013,4,0.2074297996275427,0,-1.0,67958.08965517014,6.317378736951791,0.3054675361085447,20206.173878293404,60,5.0,1,7986.8355331115,1,0,0,2023-01-05 16:00:00
APP00000128,571.3460062817925,6,0.2532462953517268,0,-1.0,56104.94002572984,4.52532022342525,0.20013817992235505,12316.733707752303,36,11.227514102538192,2,2521.3497125405306,0,0,0,2023-01-05 18:00:00
APP00000129,569.4726625229135,5,0.2756621246840931,0,-1.0,150795.18758608043,6.496262301755467,0.34434375716688814,22251.10161296849,24,7.379522737863474,1,5881.776310432776,0,0,0,2023-01-05 20:00:00
APP00000130,598.9735103732461,8,0.3243021491253279,1,35.88509051175028,64906.008141693696,22.38566642210314,0.3975201027986891,13492.299588512586,24,12.0285838027343,0,4546.445099269176,0,1,0,2023-01-05 20:00:00
