customer_id,dob,primary_state,fico8,vantage4,tradelines_total,tradelines_open,revolving_limit_sum,revolving_balance_sum,revolving_utilization,total_balance_sum,delinq_24mo_count,worst_delinq_24mo,inquiries_12mo_hard,inquiries_12mo_soft,has_collection,collection_balance_total,has_bankruptcy,months_since_oldest_account,avg_account_age_months,avg_tx_amount,total_tx_amount,n_daily_tx,avg_daily_spend,total_spend,last_tx_date,n_fraud_tx,total_tx,fraud_rate,monthly_salary,gender,age,experience_years,utilization_ratio,fraud_flag,thin_file_flag,ym,good,open_ratio,rev_limit_per_line,rev_share_total_bal,util_clip,balance_to_income,revolving_to_income,limit_to_income,any_delinq_24m,worst_delinq_1plus,hard_inq_3plus,inq_per_open_line,experienced_worker,recency_days,tx_frequency,avg_ticket,spend_to_income,daily_spend_to_income,util_x_thin,inq_x_thin,seasoned_x_util,income_x_util,log1p_revolving_limit_sum,log1p_revolving_balance_sum,log1p_total_balance_sum,log1p_total_tx_amount,log1p_total_spend,log1p_monthly_salary,last_tx_ts,last_amount,zscore_last_amount_90d,ratio_last_amount_to_p50_90d,burst_flag,consecutive_declines,rt_utilization,rt_util_clip,thin_x_inactivity,cf_expense_entropy_30d,beh_cash_intensity_30d,beh_seasonality_index_12m,beh_holiday_spike_flag,income,utilization,dti,delinq_12m,inquiries_6m,tradelines,thin_file,high_util
1007,1979-03-04,OH,492,767,3,0.0,22000,11772.09,0.5351,13430.28,8.0,3.0,1.0,0.0,0,0,0,169.0,71.7,125.05,125.05,226.0,178.5,40340.34,2022-04-14 12:44:00,0.0,0,0.0,3100,Male,46,0,0.535095,0,0,2022-04-01,0,0.0,0.0,0.4889038178,0.535095,4.332348387,3.797448387,7.096774194,1,1,0,0.0,0,625,226.0,125.05,13.0130129,1.727419355,0.0,0,0.535095,1658.7945,9.998843186,9.373571698,9.505341594,4.836678654,10.60513203,8.039479919,2025-11-03 05:36:35.641484,125.05,0,1,0,0,0.535095,0.535095,0.0,1.234237885,0,0.1997538512,0,3100,0.5351,4.332348387,8.0,1.0,3,0,0.535095
1008,1980-05-18,NY,766,578,4,1.0,5000,1932.92,0.3866,299727.85,10.0,3.0,1.0,1.0,0,0,0,70.0,51.0,1120.67,1120.67,245.0,152.28,37307.56,2023-01-02 12:18:00,0.0,0,0.0,3800,Male,45,0,0.386584,0,0,2023-01-01,1,0.25,2500.0,0.006448916909,0.386584,78.87575,0.5086631579,1.315789474,1,1,0,1.0,0,362,245.0,1120.67,9.817778947,1.202210526,0.0,0,0.386584,1469.0192,8.517393171,7.56730431,12.61063351,7.79289378,10.52697807,8.243019469,2025-11-03 05:38:35.641484,1120.67,0,1,0,0,0.386584,0.386584,0.0,1.357318441,0,0.2788010113,1,3800,0.3866,78.87575,10.0,1.0,4,0,0.386584
1009,1979-10-28,PA,771,723,4,0.0,1000,347.73,0.0,191810.7,10.0,3.0,0.0,2.5,0,0,0,185.0,124.2,1120.67,1120.67,243.0,98.22,23868.56,2022-11-27 05:15:00,0.0,0,0.0,4600,Male,45,0,0.34773,0,0,2022-11-01,1,0.0,0.0,0.001812881137,0.34773,41.69797826,0.07559347826,0.2173913043,1,1,0,0.0,0,399,243.0,1120.67,5.188817391,0.6405652174,0.0,0,0.34773,1599.558,6.908754779,5.854297984,12.16426944,7.929194904,10.08035929,8.43402895,2025-11-03 05:37:35.641484,1120.67,0,1,0,0,0.34773,0.34773,0.0,1.233926877,0,0.1902801685,1,4600,0.0,41.69797826,10.0,0.0,4,0,0.34773
101,1968-02-21,MI,621,548,2,0.0,15000,9869.76,0.658,9869.76,5.0,2.0,0.0,0.0,0,0,0,67.0,51.0,521.53,521.53,221.0,157.84,34882.39,2022-08-12 11:50:00,0.0,1040,0.0,3800,Male,57,0,0.657984,0,1,2022-08-01,0,0.0,0.0,0.4889038178,0.657984,2.597305263,2.597305263,3.947368421,1,1,0,0.0,0,505,221.0,521.53,9.179576316,1.246105263,0.5846375,0,0.657984,2500.3392,9.615872145,9.19733213,9.19733213,6.258682398,10.45976606,8.243019469,2025-11-03 05:39:35.641484,521.53,0,1,0,0,0.657984,0.657984,18.3918774,1.374626958,0,0.2063459807,1,3800,0.658,2.597305263,5.0,0.0,2,1,0.657984
1010,1987-03-06,OH,541,489,3,0.0,10000,5573.36,0.5573,478569.43,9.0,3.0,0.0,0.0,0,0,0,144.0,82.0,419.66,419.66,223.0,177.61,39606.42,2022-03-02 07:16:00,0.0,0,0.0,2600,Male,38,0,0.557336,0,0,2022-03-01,0,0.0,0.0,0.0116458755,0.557336,183.5765946,2.1436,3.846153846,1,1,0,0.0,0,669,223.0,419.66,15.23323846,2.049346154,0.0,0,0.557336,1449.0736,9.210440367,8.625932792,13.07855867,6.041824906,10.58677175,7.863651265,2025-11-03 05:39:35.641484,419.66,0,1,0,0,0.557336,0.557336,0.0,1.350148082,0,0.1571452593,1,2600,0.5573,183.5765946,9.0,0.0,3,0,0.557336
1011,2002-06-26,VA,585,776,3,1.0,1000,595.19,0.0,229985.56,15.0,3.0,0.0,2.5,0,0,0,185.0,158.0,162.35,162.35,206.0,138.66,28564.9,2022-01-23 01:41:00,0.0,0,0.0,3000,Female,23,0,0.59519,0,0,2022-01-01,0,0.3333333333,1000.0,0.002587945087,0.59519,76.66185333,0.1983966667,0.3333333333,1,1,0,0.0,0,707,206.0,162.35,9.521633333,1.3866,0.0,0,0.59519,1785.57,6.908754779,6.390559408,12.34577615,5.095895138,10.25996898,8.006700845,2025-11-03 05:37:35.641484,162.35,0,1,0,0,0.59519,0.59519,0.0,1.282747407,0,0.1989512825,0,3000,0.0,76.66185333,15.0,0.0,3,0,0.59519
1012,2002-01-23,VA,523,685,3,0.0,2000,543.73,0.2719,294563.69,10.0,3.0,1.0,2.0,0,0,0,176.0,85.3,687.12,687.12,224.0,127.12,28474.86,2022-06-28 15:37:00,0.0,0,0.0,2600,Male,23,0,0.271865,0,0,2022-06-01,0,0.0,0.0,0.001845882634,0.271865,113.2937269,0.2091269231,0.7692307692,1,1,0,0.0,0,550,224.0,687.12,10.95186923,1.466769231,0.0,0,0.271865,706.849,7.601402335,6.300290259,12.59325392,6.533963241,10.25681199,7.863651265,2025-11-03 05:39:35.641484,687.12,0,1,0,0,0.271865,0.271865,0.0,1.369163345,0,0.157510179,1,2600,0.2719,113.2937269,10.0,1.0,3,0,0.271865
1013,2001-10-05,MO,731,654,4,0.0,47000,20848.4875,0.5778,27157.28,10.0,3.0,0.0,2.5,0,0,0,131.0,95.5,1120.67,1120.67,241.0,122.35,29485.4,2023-06-28 01:01:00,0.0,0,0.0,3400,Male,24,0,0.577814468,0,0,2023-06-01,1,0.0,0.0,0.4889038178,0.577814468,7.987435294,6.45558796,13.82352941,1,1,0,0.0,0,186,241.0,1120.67,8.672176471,1.079558824,0.0,0,0.577814468,1964.569191,10.75792416,10.20943725,10.20943725,7.929119285,10.29168442,8.131824785,2025-11-03 05:39:35.641484,1120.67,0,1,0,0,0.5778144681,0.5778144681,0.0,1.309757869,0,0.1955118421,0,3400,0.5778,7.987435294,10.0,0.0,4,0,0.577814468
1014,1977-08-18,GA,572,492,4,0.0,20000,1561.36,0.0781,171039.44,12.0,3.0,0.0,0.0,0,0,1,58.0,44.5,24.81,24.81,219.0,181.14,39670.44,2023-12-26 12:55:00,0.0,0,0.0,2900,Female,48,0,0.078068,0,0,2023-12-01,0,0.0,0.0,0.009128654771,0.078068,58.97911724,0.5384,6.896551724,1,1,0,0.0,0,4,219.0,24.81,13.67946207,1.873862069,0.0,0,0.078068,226.3972,9.903537551,7.353952778,12.0496553,3.250762014,10.58838681,7.972810784,2025-11-03 05:37:35.641484,24.81,0,1,0,0,0.078068,0.078068,0.0,1.102912508,0,0.1921718004,1,2900,0.0781,58.97911724,12.0,0.0,4,0,0.078068
1015,1976-08-02,TX,675,526,2,1.0,5000,3781.49,0.7563,18815.49,6.0,3.0,0.0,1.0,0,0,0,106.0,58.0,309.08,309.08,242.0,166.41,40271.98,2022-10-15 01:38:00,0.0,0,0.0,3600,Female,49,0,0.756298,0,1,2022-10-01,1,0.5,2500.0,0.2009774925,0.756298,5.226525,1.050413889,1.388888889,1,1,0,0.0,0,442,242.0,309.08,11.18666111,1.38675,0.5846375,0,0.756298,2722.6728,8.517393171,8.238137802,9.842488892,5.736830329,10.60343605,8.188966864,2025-11-03 05:39:35.641484,309.08,0,1,0,0,0.756298,0.756298,18.3918774,1.335526701,0,0.1908239198,0,3600,0.7563,5.226525,6.0,0.0,2,1,0.756298
1016,1968-04-20,OH,530,626,3,0.0,48500,18580.31,0.3716,26766.44,7.0,3.0,0.0,0.0,0,0,0,131.0,58.0,251.82,251.82,237.0,121.84,28877.07,2022-05-03 07:22:00,0.0,0,0.0,3400,Female,57,0,0.3716062,0,0,2022-05-01,0,0.0,0.0,0.4889038178,0.3716062,7.872482353,5.464797059,14.70588235,1,1,0,0.0,0,607,237.0,251.82,8.493255882,1.075058824,0.0,0,0.3716062,1263.46108,10.81979828,9.829911516,10.1949415,5.532677773,10.27083776,8.131824785,2025-11-03 05:37:35.641484,251.82,0,1,0,0,0.3716062,0.3716062,0.0,1.333484073,0,0.3168724568,0,3400,0.3716,7.872482353,7.0,0.0,3,0,0.3716062
1017,1966-09-16,CA,573,525,3,0.0,1000,851.93,0.0,183583.24,4.0,2.0,1.0,0.0,0,0,0,166.0,108.3,501.8,501.8,243.0,128.03,31110.38,2023-11-14 23:54:00,0.0,0,0.0,3200,Female,59,0,0.85193,0,0,2023-11-01,0,0.0,0.0,0.004640565228,0.85193,57.3697625,0.266228125,0.3125,1,1,0,0.0,0,46,243.0,501.8,9.72199375,1.20028125,0.0,0,0.85193,2726.176,6.908754779,6.748677481,12.12042891,6.220192477,10.34532895,8.07121854,2025-11-03 05:39:35.641484,501.8,0,1,0,0,0.85193,0.85193,0.0,1.369737599,0,0.1653759393,1,3200,0.0,57.3697625,4.0,1.0,3,0,0.85193
1018,1986-10-07,IL,637,566,4,0.0,2000,451.37,0.2257,83993.16,9.0,3.0,2.0,1.0,0,0,0,167.0,124.2,119.85,119.85,238.0,144.22,34324.29,2022-10-27 21:28:00,0.0,0,0.0,2800,Male,39,0,0.225685,0,0,2022-10-01,0,0.0,0.0,0.005373889969,0.225685,29.99755714,0.1612035714,0.7142857143,1,1,0,0.0,0,429,238.0,119.85,12.258675,1.545214286,0.0,0,0.225685,631.918,7.601402335,6.114500429,11.33850255,4.794550107,10.44363768,7.937731775,2025-11-03 05:39:35.641484,119.85,0,1,0,0,0.225685,0.225685,0.0,1.255033297,0,0.1398280039,1,2800,0.2257,29.99755714,9.0,2.0,4,0,0.225685
1019,1986-12-06,NC,794,572,3,0.0,20000,17524.62,0.8762,109051.81,10.0,3.0,0.0,0.0,0,0,0,181.0,162.0,30.93,30.93,221.0,164.34,36319.07,2022-12-07 20:38:00,0.0,0,0.0,3100,Male,38,0,0.876231,0,0,2022-12-01,1,0.0,0.0,0.1606999462,0.876231,35.17800323,5.653103226,6.451612903,1,1,0,0.0,0,388,221.0,30.93,11.71582903,1.590387097,0.0,0,0.876231,2716.3161,9.903537551,9.771419089,11.59958754,3.463546007,10.50012576,8.039479919,2025-11-03 05:37:35.641484,30.93,0,1,0,0,0.876231,0.876231,0.0,1.135657877,0,0.1854641869,1,3100,0.8762,35.17800323,10.0,0.0,3,0,0.876231
102,1982-01-01,NC,725,708,3,0.0,20000,13578.64,0.6789,327009.65,6.0,3.0,2.0,0.0,0,0,1,176.0,118.3,56.48,56.48,219.0,157.61,34516.34,2023-12-30 05:33:00,0.0,1002,0.0,2500,Female,43,0,0.678932,0,0,2023-12-01,1,0.0,0.0,0.04152366757,0.678932,130.80386,5.431456,8.0,1,1,0,0.0,0,1,219.0,56.48,13.806536,1.89132,0.0,0,0.678932,1697.33,9.903537551,9.516326891,12.69774802,4.051437061,10.44921709,7.824445931,2025-11-03 05:38:35.641484,56.48,0,1,0,0,0.678932,0.678932,0.0,1.179829495,0,0.2169043008,0,2500,0.6789,130.80386,6.0,2.0,3,0,0.678932
1020,1968-01-05,MO,509,679,3,0.0,12000,5993.33,0.4994,5993.33,11.0,3.0,2.0,0.0,0,0,0,175.0,108.0,69.6,69.6,237.0,154.86,36701.67,2022-02-01 16:40:00,0.0,0,0.0,3200,Female,57,0,0.499444167,0,0,2022-02-01,0,0.0,0.0,0.4889038178,0.499444167,1.872915625,1.872915625,3.75,1,1,0,0.0,0,697,237.0,69.6,11.46927188,1.4518125,0.0,0,0.499444167,1598.221334,9.392745259,8.698569301,8.698569301,4.257030144,10.51060478,8.07121854,2025-11-03 05:36:35.641484,69.6,0,1,0,0,0.4994441667,0.4994441667,0.0,1.203160742,0,0.1969230569,0,3200,0.4994,1.872915625,11.0,2.0,3,0,0.499444167
1021,1974-02-28,TN,643,691,2,0.0,30000,7553.87,0.2518,7553.87,9.0,3.0,0.0,2.0,0,0,0,147.0,75.5,143.79,143.79,212.0,159.16,33742.18,2023-01-30 20:12:00,0.0,0,0.0,3900,Female,51,0,0.251795667,0,1,2023-01-01,0,0.0,0.0,0.4889038178,0.251795667,1.936889744,1.936889744,7.692307692,1,1,0,0.0,0,334,212.0,143.79,8.651841026,1.224307692,0.251795667,0,0.251795667,982.0031013,10.30898599,8.929947667,8.929947667,4.975284417,10.4265336,8.26898821,2025-11-03 05:36:35.641484,143.79,0,1,0,0,0.2517956667,0.2517956667,21.3918774,1.251233991,0,0.1571937343,0,3900,0.2518,1.936889744,9.0,0.0,2,1,0.251795667
1022,1988-02-12,PA,612,541,2,0.0,1000,528.33,0.0,580391.195,7.0,3.0,0.0,1.0,0,0,0,177.0,143.0,66.64,66.64,219.0,147.95,32400.09,2022-08-21 18:52:00,0.0,0,0.0,2600,Male,37,0,0.52833,0,1,2022-08-01,0,0.0,0.0,0.0008683744923,0.52833,183.5765946,0.2032038462,0.3846153846,1,1,0,0.0,0,496,219.0,66.64,12.46157308,1.707115385,0.52833,0,0.52833,1373.658,6.908754779,6.271612056,13.31861023,4.214199524,10.38594734,7.863651265,2025-11-03 05:38:35.641484,66.64,0,1,0,0,0.52833,0.52833,19.3918774,1.205555607,0,0.2270108099,1,2600,0.0,183.5765946,7.0,0.0,2,1,0.52833
1023,2002-02-11,GA,583,785,2,0.0,10000,7263.88,0.7264,14609.83,8.0,3.0,0.0,0.0,0,0,0,87.0,72.0,283.74,283.74,234.0,101.07,23650.59,2022-02-19 21:30:00,0.0,0,0.0,3900,Female,23,0,0.726388,0,1,2022-02-01,0,0.0,0.0,0.4889038178,0.726388,3.746110256,1.862533333,2.564102564,1,1,0,0.0,0,679,234.0,283.74,6.064253846,0.7774615385,0.5846375,0,0.726388,2832.9132,9.210440367,8.890807058,9.589518314,5.651576483,10.07118562,8.26898821,2025-11-03 05:39:35.641484,283.74,0,1,0,0,0.726388,0.726388,18.3918774,1.328316414,0,0.2381480344,1,3900,0.7264,3.746110256,8.0,0.0,2,1,0.726388
1024,1985-03-06,MI,732,538,2,0.0,2000,464.97,0.2325,898.9,4.0,2.0,0.0,0.0,0,0,0,147.0,126.0,7.43,7.43,219.0,154.12,33752.3,2023-08-17 22:22:00,0.0,0,0.0,3000,Female,40,0,0.232485,0,1,2023-08-01,1,0.0,0.0,0.4889038178,0.232485,0.2996333333,0.15499,0.6666666667,1,1,0,0.0,0,135,219.0,7.43,11.25076667,1.5412,0.232485,0,0.232485,697.455,7.601402335,6.144121254,6.802283646,2.131796772,10.42683347,8.006700845,2025-11-03 05:38:35.641484,7.43,0,1,0,0,0.232485,0.232485,19.3918774,1.08261185,0,0.1669893576,1,3000,0.2325,0.2996333333,4.0,0.0,2,1,0.232485
1025,1996-11-11,WA,511,717,2,0.0,20000,6545.62,0.3273,15747.74,4.0,2.0,0.0,0.0,0,0,0,81.0,65.5,232.96,232.96,238.0,134.66,32048.32,2022-01-30 09:09:00,0.0,0,0.0,2300,Male,28,0,0.327281,0,1,2022-01-01,0,0.0,0.0,0.4156545638,0.327281,6.846843478,2.845921739,8.695652174,1,1,0,0.0,0,700,238.0,232.96,13.93405217,1.756434783,0.327281,0,0.327281,752.7463,9.903537551,8.786704165,9.664515641,5.455150161,10.37503125,7.74109909,2025-11-03 05:37:35.641484,232.96,0,1,0,0,0.327281,0.327281,20.3918774,1.325544324,0,0.1619617305,1,2300,0.3273,6.846843478,4.0,0.0,2,1,0.327281
1026,2000-12-20,VA,513,494,2,0.0,1000,704.83,0.7048,243199.73,3.0,3.0,1.0,0.0,1,1005,0,57.0,50.0,51.02,51.02,231.0,138.52,31998.03,2022-05-04 07:53:00,0.0,0,0.0,2400,Male,24,0,0.70483,0,1,2022-05-01,0,0.0,0.0,0.002898152889,0.70483,101.3332208,0.2936791667,0.4166666667,1,1,0,0.0,0,606,231.0,51.02,13.3325125,1.7315,0.5846375,1,0.70483,1691.592,6.908754779,6.559374415,12.40164243,3.95162826,10.37346087,7.783640596,2025-11-03 05:36:35.641484,51.02,0,1,0,0,0.70483,0.70483,21.3918774,1.190581661,0,0.2574001399,1,2400,0.7048,101.3332208,3.0,1.0,2,1,0.70483
1027,1979-11-19,WA,599,617,4,0.0,11000,8523.57,0.7749,393295.56,8.0,2.0,0.0,1.0,0,0,0,170.0,134.8,274.66,274.66,218.0,155.14,33821.34,2022-09-20 19:31:00,0.0,0,0.0,3000,Male,45,0,0.77487,0,0,2022-09-01,0,0.0,0.0,0.02167217448,0.77487,131.09852,2.84119,3.666666667,1,1,0,0.0,0,466,218.0,274.66,11.27378,1.5514,0.0,0,0.77487,2324.61,9.305741457,9.050707861,12.88231921,5.619168222,10.42887681,8.006700845,2025-11-03 05:39:35.641484,274.66,0,1,0,0,0.77487,0.77487,0.0,1.335608506,0,0.2112231031,1,3000,0.7749,131.09852,8.0,0.0,4,0,0.77487
1028,1989-05-24,GA,606,635,4,0.0,5000,1499.06,0.2998,21591.46,9.0,2.0,0.0,0.0,0,0,0,183.0,91.8,129.97,129.97,245.0,96.59,23663.71,2023-05-18 13:49:00,0.0,0,0.0,3700,Female,36,0,0.299812,0,0,2023-05-01,0,0.0,0.0,0.06942837585,0.299812,5.83552973,0.4051513514,1.351351351,1,1,0,0.0,0,226,245.0,129.97,6.395597297,0.7831621622,0.0,0,0.299812,1109.3044,8.517393171,7.313260386,9.980099459,4.874968289,10.07174019,8.216358332,2025-11-03 05:37:35.641484,129.97,0,1,0,0,0.299812,0.299812,0.0,1.194310525,0,0.09967155088,1,3700,0.2998,5.83552973,9.0,0.0,4,0,0.299812
1029,1973-03-24,CA,708,736,4,0.0,25000,2591.17,0.1036,105227.0,11.0,3.0,2.5,0.0,0,0,0,171.0,123.0,43.29,43.29,237.0,145.51,34486.7,2022-09-28 13:51:00,0.0,0,0.0,3300,Female,52,0,0.1036468,0,0,2022-09-01,1,0.0,0.0,0.02462457354,0.1036468,31.8869697,0.7852030303,7.575757576,1,1,1,0.0,0,458,237.0,43.29,10.45051515,1.322818182,0.0,0,0.1036468,342.03444,10.1266711,7.860250642,11.5638847,3.790758918,10.44835802,8.101980732,2025-11-03 05:38:35.641484,43.29,0,1,0,0,0.1036468,0.1036468,0.0,1.17179211,0,0.2731764996,1,3300,0.1036,31.8869697,11.0,2.5,4,0,0.1036468
