application_id,application_date,default_probability,credit_score,scoring_timestamp,risk_band
APP00000202,2023-01-08 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000203,2023-01-08 22:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00000204,2023-01-08 22:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000205,2023-01-08 23:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000206,2023-01-08 23:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000207,2023-01-09 02:00:00,0.8275862068965517,442,2026-02-19T02:41:28.213149,Very High
APP00000208,2023-01-09 02:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000209,2023-01-09 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000210,2023-01-09 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000211,2023-01-09 04:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000212,2023-01-09 06:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00000213,2023-01-09 08:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000214,2023-01-09 09:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000215,2023-01-09 11:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00000216,2023-01-09 12:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000217,2023-01-09 12:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000218,2023-01-09 12:00:00,0.9830508474576272,370,2026-02-19T02:41:28.213149,Very High
APP00000219,2023-01-09 13:00:00,0.9830508474576272,370,2026-02-19T02:41:28.213149,Very High
APP00000220,2023-01-09 13:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000221,2023-01-09 14:00:00,0.9830508474576272,370,2026-02-19T02:41:28.213149,Very High
APP00000222,2023-01-09 17:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00000223,2023-01-09 19:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000224,2023-01-09 19:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000225,2023-01-09 19:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000226,2023-01-09 20:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000227,2023-01-09 22:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000228,2023-01-10 00:00:00,0.04081632653061224,578,2026-02-19T02:41:28.213149,Medium
APP00000229,2023-01-10 02:00:00,0.25,519,2026-02-19T02:41:28.213149,High
APP00000230,2023-01-10 03:00:00,0.08333333333333333,556,2026-02-19T02:41:28.213149,Medium
APP00000231,2023-01-10 04:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000232,2023-01-10 05:00:00,0.08333333333333333,556,2026-02-19T02:41:28.213149,Medium
APP00000233,2023-01-10 06:00:00,0.07317073170731707,560,2026-02-19T02:41:28.213149,Medium
APP00000234,2023-01-10 06:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000235,2023-01-10 07:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000236,2023-01-10 13:00:00,0.07317073170731707,560,2026-02-19T02:41:28.213149,Medium
APP00000237,2023-01-10 13:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000238,2023-01-10 16:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000239,2023-01-10 18:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000240,2023-01-10 18:00:00,0.9830508474576272,370,2026-02-19T02:41:28.213149,Very High
APP00000241,2023-01-10 18:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000242,2023-01-10 19:00:00,0.16666666666666666,534,2026-02-19T02:41:28.213149,High
APP00000243,2023-01-10 20:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000244,2023-01-10 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000245,2023-01-11 02:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000246,2023-01-11 02:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000247,2023-01-11 02:00:00,0.16666666666666666,534,2026-02-19T02:41:28.213149,High
APP00000248,2023-01-11 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000249,2023-01-11 05:00:00,0.07317073170731707,560,2026-02-19T02:41:28.213149,Medium
APP00000250,2023-01-11 05:00:00,0.8695652173913043,432,2026-02-19T02:41:28.213149,Very High
APP00000251,2023-01-11 07:00:00,0.07317073170731707,560,2026-02-19T02:41:28.213149,Medium
APP00000252,2023-01-11 09:00:00,0.3275862068965517,508,2026-02-19T02:41:28.213149,High
APP00000253,2023-01-11 09:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00000254,2023-01-11 11:00:00,0.16666666666666666,534,2026-02-19T02:41:28.213149,High
APP00000255,2023-01-11 12:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000256,2023-01-11 13:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000257,2023-01-11 13:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00000258,2023-01-11 14:00:00,0.058320784741154874,567,2026-02-19T02:41:28.213149,Medium
APP00000259,2023-01-11 14:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00000260,2023-01-11 14:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000261,2023-01-11 15:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000262,2023-01-11 16:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000263,2023-01-11 17:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000264,2023-01-11 19:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000265,2023-01-11 20:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000266,2023-01-11 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000267,2023-01-11 21:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00000268,2023-01-11 22:00:00,0.25,519,2026-02-19T02:41:28.213149,High
APP00000269,2023-01-11 22:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00000270,2023-01-11 22:00:00,0.9830508474576272,370,2026-02-19T02:41:28.213149,Very High
APP00000271,2023-01-11 22:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000272,2023-01-11 23:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000273,2023-01-12 00:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000274,2023-01-12 00:00:00,0.04081632653061224,578,2026-02-19T02:41:28.213149,Medium
APP00000275,2023-01-12 01:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00000276,2023-01-12 02:00:00,0.8275862068965517,442,2026-02-19T02:41:28.213149,Very High
APP00000277,2023-01-12 04:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000278,2023-01-12 06:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000279,2023-01-12 08:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000280,2023-01-12 11:00:00,0.16666666666666666,534,2026-02-19T02:41:28.213149,High
APP00000281,2023-01-12 11:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000282,2023-01-12 12:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000283,2023-01-12 13:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000284,2023-01-12 14:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000285,2023-01-12 15:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000286,2023-01-12 15:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000287,2023-01-12 17:00:00,1.0,-177,2026-02-19T02:41:28.213149,Very High
APP00000288,2023-01-12 20:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000289,2023-01-12 20:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000290,2023-01-12 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00000291,2023-01-12 21:00:00,0.08333333333333333,556,2026-02-19T02:41:28.213149,Medium
